Issue key,Status,Priority,Custom field (Severity),Project key,Issue Type,Created,Assignee,Custom field (Digital Service),Summary,Description
DCM021CX0118-22410,Open,Medium,Major,DCM021CX0118,Bug,2020-02-28T08:22:00,,4. Credits  Invoices & Payments,UAT_FR_DEP_DS4_No email received for Delivery ticket reports,www.qa-eu.cemexgo.com  User: tison@mailinator.com / Password: Tesxg0  Steps: 1- log in cemex go 2- open Invoices and Module 3 – click on report 4 – create a report  Actual result: a notification is received in cemex go but no message received in the email box despite it is a mandatory email that cannot be modified  !image-20200228-142323.png|width=431 height=472!    !image-20200228-142331.png|width=1242 height=210!  
DCM021CX0118-22411,Open,Medium,Major,DCM021CX0118,Bug,2020-02-28T08:25:00,,4. Credits  Invoices & Payments,UAT_FR_DEP_DS4_No notification received for dispute creation or update,www.qa-eu.cemexgo.com  User: tison@mailinator.com / Password: Tescxg0  Steps: 1- log in cemex go 2- open Invoices and Module 3 – click on dispute 4- select an invoice 5 – create a dispute  Actual result: no notification alert (red icon) is received in cemex go and no message received in the email box despite it should be sent in both  Actual result: no notification is received in cemex go and no message received in the email box despite it should be sent in both. Test done with Assigned status and Closed status with same result  !image-2020-02-28-15-25-20-891.png|width=200 height=183!     !image-2020-02-28-15-25-29-087.png|width=200 height=183!   
DCM021CX0118-22412,Open,Medium,Minor,DCM021CX0118,Bug,2020-02-28T08:31:00,Monica A. Salinas Flores,5. Cross Product – User Provisioning,UAT_FR_DEP_DS5_Missing translation,www.qa-eu.cemexgo.com  User: tison@mailinator.com / Password: Tesxg0  Steps: 1- log in cemex go 2- click on the upper right icon (notifications) 3- select option ‘toutes les notifications’ 4- Click on Share the notification  Actual result: the text ‘Check this out\!’ Cannot be translated because no translation key exists.  !image-20200228-143126.png|width=1035 height=375!  
DCM021CX0118-22413,Open,Medium,Major,DCM021CX0118,Bug,2020-02-28T08:34:00,Alejandra Betancourt,5. Cross Product – User Provisioning,UAT_CZ_DEP_DS5_ Wrong translations,|[BASF@mailinator.com|mailto:BASF@mailinator.com]|Tesxg0|    1) A quote was uploaded: Change „nacenena“ to „naceněna“  2) Order modification: Change „Úprava“ to „Změna“  !image-2020-02-28-15-33-25-534.png|width=200 height=183!     3) Notification of the order modification: „Více informací se dozvíte ve svém zákaznickém účtu CEMEX Go  kde prosím danou změnu potvrďte či učiňte protinávrh.“ please change to: „Více informací se dozvíte po přihlášení do svého zákaznického účtu CEMEX Go v části Moje objednávky.“  !image-2020-02-28-15-33-55-457.png|width=200 height=183!   
DCM021CX0118-22414,Open,Medium,Major,DCM021CX0118,Bug,2020-02-28T08:38:00,Jesus Perez,5. Cross Product – User Provisioning,UAT_DE_DEP_DS5_ Wrong message after order confirmation,Customer Number 50003076 / QA Test system CEMEX GO CEMEX Go Username Bauer@mailinator.com   QA Test system CEMEX GO  Legal Entity Notification UAT Test/Wrong Message after placing   ISSUE REPORTED (Details of the case)  We detected after placing orders in QA Test system that the massage for the customer is not communicating that the Order is confirmed… The actual situation/massage is that something was changed by Cemex please go to your account and check the order request. That’s wrong an wired.  We need here a massage change or an extra Order confirmation massage  that the customer can see that his order is 100% confirmed and nothing has changed by CEMEX employer \!   He needs to get the order confirmation number and not the #437016 message. 
DCM021CX0118-22415,Closed,Medium,Minor,DCM021CX0118,Bug,2020-02-28T14:33:00,Rodrigo García Muro,3. Delivery Tracking,UAT US DS3 - Cumulative Quantity,We created an order of 100yards in command  after dispatching 2 loads of 10yards each  we realized the EPOD of each one are showing the CUMULATIVE QUANTITY as 0  and should display 10  20...    Steps to reproduce:  1. create an order in command (this order should have 50 yards at least)  2.  Dispatch the order  3. Take 3 loads in driver app (move all the loads in driver app to the last status and sign them)  4. at the and  retrieve the EPOD of each one and look for the cumulative quantity.    Expected result: The amount displayed should be different to 0.
DCM021CX0118-22416,Rejected,Medium,Major,DCM021CX0118,Bug,2020-02-28T14:35:00,Monica A. Salinas Flores,3. Delivery Tracking,UAT US DS3 - Drivers notes´ are not displayed in the Drivers Console,We created an order and dispatched one load. We added some comments in the driver´s notes and those are not displayed in the drivers console  Steps to reproduce: 1. create an order in command  2.  Dispatch the order 3. Take the load in driver app and add some driver notes 4. move the ticket do the last status in drivers app and close it  5. go to the report section>Reports & Documents>*Additional Products and Notes*  6. Look for the notes   Actual state: The notes are not displayed  Expected: see the notes displayed
DCM021CX0118-22417,Rejected,Medium,Major,DCM021CX0118,Bug,2020-02-28T15:10:00,Monica A. Salinas Flores,3. Delivery Tracking,UAT US DS3 - Ticket does not exist,We created an order in command with an analphabetic order and 2 notes. When trying to take one of the tickets in the app  it cames up a “ticket does not exist” message. The load is not even created in CEMEX GO.  Steps to reproduce: 1. create an order in command - in the order add TEST instead of numbers and  when finishing the order  add text to the note 1 and note 2 as shown in the pictures attached. 2.  Dispatch the order 3. Take the load in driver app 4. The app would show ticket does not exist  Actual state: unavailability to take tickets when the order is different than just numbers and when the dispatch adds 2 notes.  Expected: process the ticket in the driver app
DCM021CX0118-22418,Rejected,Medium,Major,DCM021CX0118,Bug,2020-03-02T07:01:00,Monica A. Salinas Flores,3. Delivery Tracking,UAT ES DS3 Errors in Doc 27 and Doc 03 ,Version: Driver 1.7.0.4    Client:  Jobsite: 65422282  When we try to upload a ticket after being produced  the pre-ticket that is showed is the Nº 27  but when HTC finishes the production it sent the doc Nº 03 and the issue is that in Driver app Mobile stills shows the Nº 27 instead of the 03. The only way to force the change is to revoke the ticket and upload it again.   This bug occurs with Jobsites Paperless or not. Consider this scenario if HTC has a delay in sending the doc to Azure.  Step To reproduce:  # Create a ticket in RMS # Sent it to HTC # Do not end the production in HTC # Upload the ticket in DriverAPP mobile. # Go to Information  See Delivery Ticket. # Ticket displayed Nº 27. When the fabrication is done in HTC the Doc 03 is available  but in DriverAPP still has the Doc 27. # The only way is to change the ticket after HTC send the Doc 03 is revoking the ticket and uploading it again.     
DCM021CX0118-22419,Open,Medium,Minor,DCM021CX0118,Bug,2020-03-02T16:46:00,Paola Reichardt,1. Customer Information & Commercial Conditions,Request for quotation could not be created due to error,When test Case GCL-T624 (automated) is executed the request for quotation is not bein created due to API 500 error    Test case  https://cemexpmo.atlassian.net/projects/CGL?selectedItem=com.atlassian.plugins.atlassian-connect-plugin%3Acom.kanoah.test-manager__main-project-page#!/testCase/CGL-T624  
DCM021CX0118-22420,Rejected,Medium,Major,DCM021CX0118,Bug,2020-03-03T20:03:00,Monica A. Salinas Flores,3. Delivery Tracking,UAT US DS3 - Project Number is incorrect,We created an order of 10yards in command  after dispatching the load  we realized the EPOD was showing the wrong project number:  Steps to reproduce: 1. create an order in command (this order should have 10 yards at least)  using the project number 41187316 and customer id 3101088. 2.  Dispatch the order 3. Take the load in driver app and process it all the way to the end. 4. At the end  retrieve the EPOD of each one and look at the project number  this number would be the customer number instead of the project number.  Expected result: The project number field should display the right one.
DCM021CX0118-22421,Rejected,Medium,Major,DCM021CX0118,Bug,2020-03-03T20:21:00,Monica A. Salinas Flores,3. Delivery Tracking,UAT US DS3 - Delivery Instructions incorrectly mapped from command,We created an order of 10yards in command  after dispatching the load  we realized the Delivery instructions was showing the wrong project number:  Steps to reproduce: 1. create an order in command (this order should have 10 yards at least)  using the project number 41187316 and customer id 3101088. Add Delivery instructions in the Instructions field  right below the address field. 2.  Dispatch the order. 3. Take the load in driver app. Go to the map section and look for the delivery instructions (will be blank even when this was fulfilled. Process it all the way to the end. 4. At the end  retrieve the EPOD of each one and look at the delivery instructions. this field would be blank as well.  Expected result: The delivery instructions should be the same as the ones introduces in the instructions field in command.
DCM021CX0118-22422,Closed,Medium,Minor,DCM021CX0118,Bug,2020-03-04T10:33:00,Jose Santana Santana,2. Orders & Delivery Schedule,UAT FR DS2 Copyright 2019 not Copyright 2019-2020,*Order App:* v1.1.0.30 *User:* Tison@mailinator.com *Password:* Testxg0  *Steps:* # Log in to the Order App # Click on the button to display the side-bar # Click on Copyright  {color:#d04437}*Actual result*:{color}  "Copyright @2019 CEMEX..." text appears.  FR:  !image-2020-03-04-17-30-36-439.png|thumbnail!   UK:  !image-2020-03-04-17-32-45-456.png|thumbnail!   {color:#14892c}*Expected result:*{color}  "Copyright @2019 – 2020 CEMEX..." should appear according to https://cemexpmo.atlassian.net/browse/DCM001CX1244-9882.
DCM021CX0118-22423,Closed,Medium,Minor,DCM021CX0118,Bug,2020-03-04T10:34:00,Jose Elizondo,2. Orders & Delivery Schedule,EG - MOD S2 EG Bag Cement Delivery order request,when the order is created in cemex go we are not reciving the confirmation email.    Test Case:  https://cemexpmo.atlassian.net/projects/CGL?selectedItem=com.atlassian.plugins.atlassian-connect-plugin%3Acom.kanoah.test-manager__main-project-page#!/testCase/CGL-T844  
DCM021CX0118-22424,Rejected,Medium,Major,DCM021CX0118,Bug,2020-03-04T10:45:00,Javier Pedraza,5. Cross Product – User Provisioning,MOD DS5 L0-TCP13-CU_Create a new user in L0 Console,When we are creating a user from the L0 console in the first attempt we are getting an error "Internal Server Error"    https://cemexpmo.atlassian.net/projects/CGL?selectedItem=com.atlassian.plugins.atlassian-connect-plugin%3Acom.kanoah.test-manager__main-project-page#!/testCase/CGL-T591  
DCM021CX0118-22426,Open,Medium,Major,DCM021CX0118,Bug,2020-03-04T13:07:00,Monica A. Salinas Flores,3. Delivery Tracking,UAT US DS3 - Project Number is incorrect,We created an order of 10yards in command  after dispatching the load  we realized the EPOD was showing the wrong project number:  Steps to reproduce: 1. create an order in command (this order should have 10 yards at least)  using the project number 41187316 and customer id 3101088. 2.  Dispatch the order 3. Take the load in driver app and process it all the way to the end. 4. At the end  retrieve the EPOD of each one and look at the project number  this number would be the customer number instead of the project number.  Expected result: The project number field should display the right one.
DCM021CX0118-22425,Rejected,Medium,Major,DCM021CX0118,Bug,2020-03-04T13:07:00,Monica A. Salinas Flores,3. Delivery Tracking,UAT US DS3 - Project Number is incorrect,We created an order of 10yards in command  after dispatching the load  we realized the EPOD was showing the wrong project number:  Steps to reproduce: 1. create an order in command (this order should have 10 yards at least)  using the project number 41187316 and customer id 3101088. 2.  Dispatch the order 3. Take the load in driver app and process it all the way to the end. 4. At the end  retrieve the EPOD of each one and look at the project number  this number would be the customer number instead of the project number.  Expected result: The project number field should display the right one.
DCM021CX0118-22427,Analysis,Medium,Critical,DCM021CX0118,Bug,2020-03-04T16:10:00,,2. Orders & Delivery Schedule,US DS2 iOS Order app repeats the request ,At the moment of the request creation  iOS order app displays a blue screen when the request button is available. If the user clicks on that button a second order will be created with the same information as the first order.    As an example  we have the requests 1482415 and 1482416. request 1482415 was created with the regular process  request 1482416 was duplicated.     [^zoom_0.mp4] 
DCM021CX0118-22428,Closed,Medium,Minor,DCM021CX0118,Bug,2020-03-04T16:26:00,Mario Reyna,2. Orders & Delivery Schedule,US DS2 Order requests coming from iOS App are not able to be modified or canceled by customer ,During the test  we could identify that order requests coming from iOS app are not able to be modified or canceled by customers.    As examples  we have the requests 1482415 and 1482416 created using the iOS order app despite the delivery dates are programmed for next week the modify order and cancel request functionality are not available.     !image-2020-03-04-16-25-18-276.png|thumbnail! 
DCM021CX0118-22429,Closed,Medium,Critical,DCM021CX0118,Bug,2020-03-06T05:14:00,Miguel Agustin Rodrigues,3. Delivery Tracking,UAT ES DS3 ERROR GET TICKET AUTOMATIC,Driver version: 1.7.0.6 Customer: 50000498  Get ticket automatic is not running at the second ticket (same truck) and it´s impossible to load the ticket even manually  the only option we have is to restart Driver APP mobile and upload as a first ticket .  The pop up that is showed: "Error Interno del Servidor" is when we try to Add the second ticket of the same truck  !image-2020-03-06-12-14-33-211.png|width=200 height=183!   
DCM021CX0118-22430,Rejected,Medium,Major,DCM021CX0118,Bug,2020-03-06T05:40:00,Monica A. Salinas Flores,3. Delivery Tracking,UAT ES DS3 DRIVER APP MOBILE DOC 03 DURING TRIP TO JOBSITE,Driver Version: 1.7.0.6 Customer: 50000498 Jobsite: 65422282 Ticket:   # Upload the ticket in driver App Mobile # We started the ticket events in driver. # When we adjust the time in the status “Unloading”  we revoke the ticket. # Then we can upload the ticket again and we can adjust the time in the “Unloading” event   Problem: We don´t have consistency in the information (Status and Time)  between EPOD and Screens in *Track Web or Track App Mobile.*    → Delivery Ticket  !image-20200306-115642.png|width=807 height=866!     → Track Web:  !image-20200306-115536.png|width=1754 height=872!  
DCM021CX0118-22431,Rejected,Medium,Major,DCM021CX0118,Bug,2020-03-06T05:41:00,jesus.gonzalez@neoris.com,3. Delivery Tracking,UAT ES DS3 ERROR WHEN WE REVOKE A TICKET ,Driver Version: 1.7.0.6 Customer: 50000498 Jobsite: 65422282   1. Upload the ticket before production is finished. 2. Ticket displayed is the Nº 27 in Driver App Mobile. The other services (track web  track mobile  good receipt and Delivery ticket report doesn't show any ticket) 3.  When the production is finished  the doc displayed in DriverApp still is the Nº 27 and in the other services (track web  track App  good receipt and Delivery ticket report) shows the Nº 03.  4. There is no option to refresh the ticket uploaded in DriverApp Mobile. 5. When ticket is finished in DriverApp Mobile  then the document displayed is the Nº 11 of HTC and we have it in all  applications (History of Driver App Mobile  Track web  Track App  good receipt and Delivery ticket report)
DCM021CX0118-22432,Closed,Medium,Major,DCM021CX0118,Bug,2020-03-06T06:18:00,Miguel Agustin Rodrigues,3. Delivery Tracking,UAT ES DS3 IF THE CLIENT DOESN'T SIGN THE TICKET WE HAVE THE DOC 03 (WITHOUT TIMES),Driver Version: 1.7.0.6  Customer: 50000498  Ticket 19940117    1. Upload the ticket in Driver App Mobile  2. All the status are finished in Driver App Mobile  3. The customer do not sign the ticket with the option "Don´t sign the ticket"  4. The DT that is showed is the Nº 03     Problem: The Driver completed all the status (On jobsite  Unloading  Finish Unloading) and the customer didn´t signed the ticket  the document that will be displayed is the Nº 03.  We need at least the time that the driver insert in each event in the Delivery Ticket.    --> Driver Mobile:   !image-2020-03-06-13-14-51-215.png|thumbnail!    !image-2020-03-06-13-15-01-062.png|thumbnail!     -->Track:   !image-2020-03-06-13-16-42-262.png|thumbnail!    !image-2020-03-06-13-16-56-866.png|thumbnail!   
DCM021CX0118-22434,Validation In Progress,Medium,Major,DCM021CX0118,Bug,2020-03-10T07:36:00,Hector Alvarado,2. Orders & Delivery Schedule,UAT FR  UK DS2 Order App iOS History of orders is not shown,*Orders App:* v1.4.3.0 *User:* Tison@mailinator.com *Password:* Tescxg0  *Test steps:*  # Login to Order App # Change customer to TISON & GAILLET SN SARL #0050150677 # Request a new order  *Expected result:* Order request should be displayed in iOS History of Orders.  *Actual result:* History of orders is shown empty and no notifications arrive.  *Example:*  * FR: request: 437327   !image-2020-03-10-13-27-49-234.png|thumbnail!   !image-2020-03-10-13-32-14-869.png|thumbnail!   !image-2020-03-10-13-33-23-488.png|thumbnail!   * GB: request 437325   !image-2020-03-10-13-24-53-095.png|thumbnail!   !image-2020-03-10-13-32-56-076.png|thumbnail!   !image-2020-03-10-13-24-35-313.png|thumbnail!   No request appear for iOS independently of the origin (Web  Android or iOS). The ones requested from iOS appear in Web and Android. 
DCM021CX0118-22435,Open,Medium,Minor,DCM021CX0118,Bug,2020-03-12T10:14:00,Alejandra Betancourt,4. Credits  Invoices & Payments,UAT_FR_DEP_DS4_ Wrong title for email notification,www.qa-eu.cemexgo.com  User: jltest@mailinator.com / Password: Ceme20! Internal suer: bdetune@mailinator.com / Password: Custorvic3  Steps: 1- log in cemex go as customer 2 - check in his profile that e-mail notification for disputes is activated 3- log out cemex go 4- log in cemex go as internal user 5- open Invoices and Module 6 – open an existing dispute 7- change the status and click on Save 8 – open the inbox of customer  Actual result: the title of the received email is ‘Statut modifié pour le problème rappporté #’  Expected result: there is a mistake in the title  it should be : ‘Statut modifié pour votre demande de réclamation CEMEX n°’  !image-2020-03-12-16-13-14-794.png|thumbnail! 
DCM021CX0118-22436,Closed,Medium,Major,DCM021CX0118,Bug,2020-03-12T10:18:00,Andrea De Hernando,5. Cross Product – User Provisioning,UAT_FR_DEP_DS4_ Share the notification ,www.qa-eu.cemexgo.com User: tison@mailinator.com / Password: Tesxg0Steps:  1- log in cemex go 2- click on the upper right icon (notifications) 3- select option ‘toutes les notifications’ 4- Click on Share the notification 5- complete email field and add a comment 6- send and share the notification  Actual result: When entering the email address : If we type "customer@mailinator.com"  the system doesn't send the email and a red error message appears. We must type "customer@mailinator.com;" to send the email. So if the user forgets the ";" or the “ ” or SPACE at the end  it doesn't work. Even if the user types "customer@mailinator.com;" and send  the recipient doesn't receive the email  Expected result: - The « ; »  «   » or SPACE should not be important when we type only one email address - The recipient should receive the email 
DCM021CX0118-22437,Open,Medium,Major,DCM021CX0118,Bug,2020-03-12T10:21:00,,5. Cross Product – User Provisioning,UAT_FR_DEP_DS5_ No button to share the notification,www.qa-eu.cemexgo.com    User: tison@mailinator.com / Password: Tesxg0    Steps:  1- log in cemex go  2- click on the upper right icon (notifications)  3- select option ‘toutes les notifications’  4- Click on Share the notification  5- complete email field    Actual result: I see no button to share the notification. In fact it is mandatory to complete the comment field  but there is no information about that    Expected result: add the button ‘Send’ in grey until all the mandatory fields are completed  and then move it to green     !image-2020-03-12-16-21-08-336.png|thumbnail! 
DCM021CX0118-22438,Open,Medium,Major,DCM021CX0118,Bug,2020-03-12T10:26:00,,5. Cross Product – User Provisioning,UAT_FR_DEP_DS5_ Link ‘all notifications’ unavailable if there is no notification,www.qa-eu.cemexgo.com  User: tison@mailinator.com / Password: Tesxg0  Link ‘all notifications’ unavailable if there is no notification. We need to access to the special page anyways. 
DCM021CX0118-22439,Rejected,Medium,Major,DCM021CX0118,Bug,2020-03-12T10:46:00,Alejandra Betancourt,2. Orders & Delivery Schedule,UAT_FR_DEP_DS2_ Wrong traslation,Change traslation on email from time negotiation    Instead of the second „Vážený zákazníku  vážená zákaznice “ there should be „Zvolili jste nový čas dodání pro produkt“:     !image-2020-03-12-16-45-28-885.png|thumbnail! 
